Date,Total Profit,Contract Codes,Contract Code
2006-05-15,11347.749,['BON'],BON
2006-05-16,11324.808,['BON'],BON
2006-05-17,11383.095,['BON'],BON
2006-05-18,11057.34,['BON'],BON
2006-05-19,11041.998,['BON'],BON
2006-05-22,11041.998,[],
2006-05-23,11041.998,[],
2006-05-24,10824.369,['BON'],BON
2006-05-25,10798.854,['BON'],BON
2006-05-26,10798.854,[],
2006-05-30,10798.854,[],
2006-05-31,10617.219,['BON'],BON
2006-06-01,10609.671,['BON'],BON
2006-06-02,10609.671,[],
2006-06-05,10608.084,['BON'],BON
2006-06-06,10276.494,['BON'],BON
2006-06-07,10285.464,['BON'],BON
2006-06-08,10285.464,[],
2006-06-09,10285.464,[],
2006-06-12,10285.464,[],
2006-06-13,10285.464,[],
2006-06-14,10285.464,[],
2006-06-15,10285.464,[],
2006-06-16,10285.464,[],
2006-06-19,10285.464,[],
2006-06-20,10285.464,[],
2006-06-21,10285.464,[],
2006-06-22,10285.464,[],
2006-06-23,10285.464,[],
2006-06-26,10285.464,[],
2006-06-27,10285.464,[],
2006-06-28,10285.464,[],
2006-06-29,10285.464,[],
2006-06-30,10285.464,[],
2006-07-03,10276.965,['BON'],BON
2006-07-05,10370.445,['BON'],BON
2006-07-06,11087.85,['BON'],BON
2006-07-07,11735.85,['BON'],BON
2006-07-10,12455.85,['BON'],BON
2006-07-11,12995.85,['BON'],BON
2006-07-12,11915.85,['BON'],BON
2006-07-13,12455.85,['BON'],BON
2006-07-14,13535.85,['BON'],BON
2006-07-17,11015.85,['BON'],BON
2006-07-18,10989.84,['BON'],BON
2006-07-19,10989.84,[],
2006-07-20,10989.84,[],
2006-07-21,10989.84,[],
2006-07-24,10989.84,[],
2006-07-25,10989.84,[],
2006-07-26,10989.84,[],
2006-07-27,10989.84,[],
2006-07-28,10989.84,[],
2006-07-31,10921.125,['BON'],BON
2006-08-01,10852.5,['BON'],BON
2006-08-02,11083.845,['BON'],BON
2006-08-03,10075.845,['BON'],BON
2006-08-04,9924.105,['BON'],BON
2006-08-07,9924.105,[],
2006-08-08,9924.105,[],
2006-08-09,9924.105,[],
2006-08-10,9924.105,[],
2006-08-11,9924.105,[],
2006-08-14,9924.105,[],
2006-08-15,9924.105,[],
2006-08-16,9924.105,[],
2006-08-17,9924.105,[],
2006-08-18,9924.105,[],
2006-08-21,9924.105,[],
2006-08-22,9924.105,[],
2006-08-23,9924.105,[],
2006-08-24,9924.105,[],
2006-08-25,9924.105,[],
2006-08-28,9924.105,[],
2006-08-29,9924.105,[],
2006-08-30,9924.105,[],
2006-08-31,9924.105,[],
2006-09-01,9924.105,[],
2006-09-05,9924.105,[],
2006-09-06,9924.105,[],
2006-09-07,9924.105,[],
2006-09-08,9924.105,[],
2006-09-11,9924.105,[],
2006-09-12,9924.105,[],
2006-09-13,9924.105,[],
2006-09-14,9924.105,[],
2006-09-15,9924.105,[],
2006-09-18,9924.105,[],
2006-09-19,9924.105,[],
2006-09-20,9924.105,[],
2006-09-21,9924.105,[],
2006-09-22,9924.105,[],
2006-09-25,9924.105,[],
2006-09-26,9924.105,[],
2006-09-27,9924.105,[],
2006-09-28,9924.105,[],
2006-09-29,9924.105,[],
2006-10-02,9924.105,[],
2006-10-03,9924.105,[],
2006-10-04,9924.105,[],
2006-10-05,9924.105,[],
2006-10-06,9924.105,[],
2006-10-09,9924.105,[],
2006-10-10,9924.105,[],
2006-10-11,9924.105,[],
2006-10-12,9924.105,[],
2006-10-13,9924.105,[],
2006-10-16,9924.105,[],
2006-10-17,10132.098,['BON'],BON
2006-10-18,10297.944,['BON'],BON
2006-10-19,11153.694,['BON'],BON
2006-10-20,10001.694,['BON'],BON
2006-10-23,11369.694,['BON'],BON
2006-10-24,11441.694,['BON'],BON
2006-10-25,11369.694,['BON'],BON
2006-10-26,12881.694,['BON'],BON
2006-10-27,14501.694,['BON'],BON
2006-10-30,14069.694,['BON'],BON
2006-10-31,12305.694,['BON'],BON
2006-11-01,14429.694,['BON'],BON
2006-11-02,14573.694,['BON'],BON
2006-11-03,15149.694,['BON'],BON
2006-11-06,14609.694,['BON'],BON
2006-11-07,14717.694,['BON'],BON
2006-11-08,14969.694,['BON'],BON
2006-11-09,14969.694,['BON'],BON
2006-11-10,15401.694,['BON'],BON
2006-11-13,16373.694,['BON'],BON
2006-11-14,19073.694,['BON'],BON
2006-11-15,18029.694,['BON'],BON
2006-11-16,17489.694,['BON'],BON
2006-11-17,17561.694,['BON'],BON
2006-11-20,19001.694,['BON'],BON
2006-11-21,19541.694,['BON'],BON
2006-11-22,19541.694,['BON'],BON
2006-11-24,19721.694,['BON'],BON
2006-11-27,20621.694,['BON'],BON
2006-11-28,19685.694,['BON'],BON
2006-11-29,20585.694,['BON'],BON
2006-11-30,21593.694,['BON'],BON
2006-12-01,21809.694,['BON'],BON
2006-12-04,20297.694,['BON'],BON
2006-12-05,20369.694,['BON'],BON
2006-12-06,18353.694,['BON'],BON
2006-12-07,18218.91,['BON'],BON
2006-12-08,18218.91,[],
2006-12-11,18218.91,[],
2006-12-12,17969.841,['BON'],BON
2006-12-13,17912.916,['BON'],BON
2006-12-14,17912.916,[],
2006-12-15,17912.916,[],
2006-12-18,17912.916,[],
2006-12-19,44285.165,['CTZ'],CTZ
2006-12-20,43530.2275,['CTZ'],CTZ
2006-12-21,43670.6275,['CTZ'],CTZ
2006-12-22,17912.916,[],
2006-12-26,17912.916,[],
2006-12-27,17945.844,['BON'],BON
2006-12-28,18470.724,['BON'],BON
2006-12-29,18353.529,['BON'],BON
2007-01-02,18353.529,['BON'],BON
2007-01-03,15941.529,['BON'],BON
2007-01-04,15788.574,['BON'],BON
2007-01-05,15788.574,[],
2007-01-08,15788.574,[],
2007-01-09,15788.574,[],
2007-01-10,15788.574,[],
2007-01-11,15788.574,[],
2007-01-12,15788.574,[],
2007-01-16,15788.574,[],
2007-01-17,15788.574,[],
2007-01-18,15788.574,[],
2007-01-19,15788.574,[],
2007-01-22,15887.556,['BON'],BON
2007-01-23,16460.427,['BON'],BON
2007-01-24,15215.184,['BON'],BON
2007-01-25,14099.184,['BON'],BON
2007-01-26,13946.409,['BON'],BON
2007-01-29,13946.409,[],
2007-01-30,13946.409,[],
2007-01-31,13853.289,['BON'],BON
2007-02-01,14090.16,['BON'],BON
2007-02-02,15539.022,['BON'],BON
2007-02-05,16547.022,['BON'],BON
2007-02-06,15503.022,['BON'],BON
2007-02-07,15539.022,['BON'],BON
2007-02-08,15647.022,['BON'],BON
2007-02-09,15467.022,['BON'],BON
2007-02-12,13919.022,['BON'],BON
2007-02-13,13891.23,['BON'],BON
2007-02-14,13891.23,[],
2007-02-15,13891.23,[],
2007-02-16,13891.23,[],
2007-02-20,13891.23,[],
2007-02-21,13891.23,[],
2007-02-22,13965.873,['BON'],BON
2007-02-23,14112.474,['BON'],BON
2007-02-26,14577.012,['BON'],BON
2007-02-27,12633.012,['BON'],BON
2007-02-28,12417.012,['BON'],BON
2007-03-01,12640.851,['BON'],BON
2007-03-02,12640.851,[],
2007-03-05,12640.851,[],
2007-03-06,12640.851,[],
2007-03-07,12640.851,[],
2007-03-08,12640.851,[],
2007-03-09,12640.851,[],
2007-03-12,12697.521,['BON'],BON
2007-03-13,12406.167,['BON'],BON
2007-03-14,12384.882,['BON'],BON
2007-03-15,12780.882,['BON'],BON
2007-03-16,13428.882,['BON'],BON
2007-03-19,14256.882,['BON'],BON
2007-03-20,15156.882,['BON'],BON
2007-03-21,14580.882,['BON'],BON
2007-03-22,15228.882,['BON'],BON
2007-03-23,17460.882,['BON'],BON
2007-03-26,16812.882,['BON'],BON
2007-03-27,17064.882,['BON'],BON
2007-03-28,19332.882,['BON'],BON
2007-03-29,21240.882,['BON'],BON
2007-03-30,19476.882,['BON'],BON
2007-04-02,21096.882,['BON'],BON
2007-04-03,19512.882,['BON'],BON
2007-04-04,20160.882,['BON'],BON
2007-04-05,19512.882,['BON'],BON
2007-04-09,18576.882,['BON'],BON
2007-04-10,18475.515,['BON'],BON
2007-04-11,18645.609,['BON'],BON
2007-04-12,18563.649,['BON'],BON
2007-04-13,19165.662,['BON'],BON
2007-04-16,18409.662,['BON'],BON
2007-04-17,15061.662,['BON'],BON
2007-04-18,14960.511,['BON'],BON
2007-04-19,14960.511,[],
2007-04-20,14960.511,[],
2007-04-23,14872.656,['BON'],BON
2007-04-24,14472.819,['BON'],BON
2007-04-25,14465.355,['BON'],BON
2007-04-26,14149.377,['BON'],BON
2007-04-27,14139.552,['BON'],BON
2007-04-30,14387.55,['BON'],BON
2007-05-01,14425.419,['BON'],BON
2007-05-02,14025.279,['BON'],BON
2007-05-03,14169.279,['BON'],BON
2007-05-04,12513.279,['BON'],BON
2007-05-07,12807.264,['BON'],BON
2007-05-08,12807.264,[],
2007-05-09,12807.264,[],
2007-05-10,13049.274,['BON'],BON
2007-05-11,13819.146,['BON'],BON
2007-05-14,13946.808,['BON'],BON
2007-05-15,14342.808,['BON'],BON
2007-05-16,14810.808,['BON'],BON
2007-05-17,15746.808,['BON'],BON
2007-05-18,16322.808,['BON'],BON
2007-05-21,16718.808,['BON'],BON
2007-05-22,15170.808,['BON'],BON
2007-05-23,15386.808,['BON'],BON
2007-05-24,17870.808,['BON'],BON
2007-05-25,18806.808,['BON'],BON
2007-05-29,43376.625,"['BON', 'CTZ']","BON, CTZ"
2007-05-30,43926.625,"['BON', 'CTZ']","BON, CTZ"
2007-05-31,44586.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-01,44356.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-04,43776.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-05,45306.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-06,45226.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-07,45416.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-08,45076.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-11,45666.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-12,45216.625,['CTZ'],CTZ
2007-06-13,45916.625,['CTZ'],CTZ
2007-06-14,46936.625,['CTZ'],CTZ
2007-06-15,47606.625,['CTZ'],CTZ
2007-06-18,47106.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-19,47026.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-20,49346.625,"['BON', 'CTZ']","BON, CTZ"
2007-06-21,49371.25,['CTZ'],CTZ
2007-06-22,48565.8775,['CTZ'],CTZ
2007-06-25,48025.8775,['CTZ'],CTZ
2007-06-26,50005.8775,['CTZ'],CTZ
2007-06-27,50725.8775,['CTZ'],CTZ
2007-06-28,50545.8775,['CTZ'],CTZ
2007-06-29,55645.8775,['CTZ'],CTZ
2007-07-02,55945.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-03,56095.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-05,57325.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-06,59545.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-09,65545.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-10,66895.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-11,66415.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-12,66805.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-13,70795.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-16,68905.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-17,62755.8775,"['BON', 'CTZ']","BON, CTZ"
2007-07-18,63141.385,['CTZ'],CTZ
2007-07-19,62174.7875,"['BON', 'CTZ']","BON, CTZ"
2007-07-20,62068.71,"['BON', 'CTZ']","BON, CTZ"
2007-07-23,17587.92,['BON'],BON
2007-07-24,17822.865,['BON'],BON
2007-07-25,17822.865,[],
2007-07-26,17822.865,[],
2007-07-27,17822.865,[],
2007-07-30,17822.865,[],
2007-07-31,62267.5925,"['BON', 'CTZ']","BON, CTZ"
2007-08-01,61686.405,"['BON', 'CTZ']","BON, CTZ"
2007-08-02,61794.205,"['BON', 'CTZ']","BON, CTZ"
2007-08-03,16977.18,['BON'],BON
2007-08-06,15682.485,['BON'],BON
2007-08-07,15682.485,[],
2007-08-08,15682.485,[],
2007-08-09,15682.485,[],
2007-08-10,15682.485,[],
2007-08-13,15682.485,[],
2007-08-14,15682.485,[],
2007-08-15,15682.485,[],
2007-08-16,15682.485,[],
2007-08-17,15682.485,[],
2007-08-20,15682.485,[],
2007-08-21,15682.485,[],
2007-08-22,15682.485,[],
2007-08-23,15682.485,[],
2007-08-24,15682.485,[],
2007-08-27,15682.485,[],
2007-08-28,15682.485,[],
2007-08-29,15682.485,[],
2007-08-30,15682.485,[],
2007-08-31,15682.485,[],
2007-09-04,15682.485,[],
2007-09-05,15688.77,['BON'],BON
2007-09-06,15443.139,['BON'],BON
2007-09-07,15809.529,['BON'],BON
2007-09-10,17321.529,['BON'],BON
2007-09-11,17609.529,['BON'],BON
2007-09-12,21713.529,['BON'],BON
2007-09-13,22073.529,['BON'],BON
2007-09-14,22973.529,['BON'],BON
2007-09-17,24053.529,['BON'],BON
2007-09-18,22721.529,['BON'],BON
2007-09-19,22109.529,['BON'],BON
2007-09-20,23081.529,['BON'],BON
2007-09-21,21461.529,['BON'],BON
2007-09-24,61792.655,"['BON', 'CTZ']","BON, CTZ"
2007-09-25,61626.0975,"['BON', 'CTZ']","BON, CTZ"
2007-09-26,61429.585,"['BON', 'CTZ']","BON, CTZ"
2007-09-27,63589.585,"['BON', 'CTZ']","BON, CTZ"
2007-09-28,58579.585,"['BON', 'CTZ']","BON, CTZ"
2007-10-01,57481.36,"['BON', 'CTZ']","BON, CTZ"
2007-10-02,56745.19,"['BON', 'CTZ']","BON, CTZ"
2007-10-03,56724.3825,"['BON', 'CTZ']","BON, CTZ"
2007-10-04,16804.677,[],
2007-10-05,16654.44,['BON'],BON
2007-10-08,16450.368,['BON'],BON
2007-10-09,16450.368,[],
2007-10-10,16600.158,['BON'],BON
2007-10-11,17223.861,['BON'],BON
2007-10-12,16725.399,['BON'],BON
2007-10-15,17841.399,['BON'],BON
2007-10-16,18417.399,['BON'],BON
2007-10-17,18561.399,['BON'],BON
2007-10-18,21405.399,['BON'],BON
2007-10-19,19965.399,['BON'],BON
2007-10-22,19173.399,['BON'],BON
2007-10-23,20217.399,['BON'],BON
2007-10-24,19965.399,['BON'],BON
2007-10-25,21369.399,['BON'],BON
2007-10-26,23817.399,['BON'],BON
2007-10-29,26085.399,['BON'],BON
2007-10-30,24645.399,['BON'],BON
2007-10-31,27165.399,['BON'],BON
2007-11-01,26085.399,['BON'],BON
2007-11-02,28065.399,['BON'],BON
2007-11-05,27525.399,['BON'],BON
2007-11-06,31305.399,['BON'],BON
2007-11-07,31233.399,['BON'],BON
2007-11-08,32745.399,['BON'],BON
2007-11-09,35121.399,['BON'],BON
2007-11-12,33357.399,['BON'],BON
2007-11-13,32529.399,['BON'],BON
2007-11-14,35625.399,['BON'],BON
2007-11-15,34329.399,['BON'],BON
2007-11-16,35085.399,['BON'],BON
2007-11-19,35085.399,['BON'],BON
2007-11-20,38397.399,['BON'],BON
2007-11-21,38865.399,['BON'],BON
2007-11-23,41169.399,['BON'],BON
2007-11-26,42177.399,['BON'],BON
2007-11-27,40557.399,['BON'],BON
2007-11-28,40593.399,['BON'],BON
2007-11-29,40485.399,['BON'],BON
2007-11-30,39837.399,['BON'],BON
2007-12-03,37929.399,['BON'],BON
2007-12-04,38174.829,['BON'],BON
2007-12-05,38174.829,[],
2007-12-06,38174.829,[],
2007-12-07,38174.829,[],
2007-12-10,38174.829,[],
2007-12-11,38196.645,['BON'],BON
2007-12-12,39226.479,['BON'],BON
2007-12-13,38546.034,['BON'],BON
2007-12-14,38618.034,['BON'],BON
2007-12-17,38222.034,['BON'],BON
2007-12-18,38330.034,['BON'],BON
2007-12-19,40706.034,['BON'],BON
2007-12-20,40022.034,['BON'],BON
2007-12-21,41570.034,['BON'],BON
2007-12-24,42974.034,['BON'],BON
2007-12-26,47798.034,['BON'],BON
2007-12-27,47438.034,['BON'],BON
2007-12-28,49418.034,['BON'],BON
2007-12-31,48374.034,['BON'],BON
2008-01-02,53558.034,['BON'],BON
2008-01-03,54854.034,['BON'],BON
2008-01-04,54818.034,['BON'],BON
2008-01-07,53486.034,['BON'],BON
2008-01-08,54458.034,['BON'],BON
2008-01-09,54422.034,['BON'],BON
2008-01-10,55394.034,['BON'],BON
2008-01-11,60074.034,['BON'],BON
2008-01-14,62702.034,['BON'],BON
2008-01-15,62918.034,['BON'],BON
2008-01-16,60794.034,['BON'],BON
2008-01-17,61946.034,['BON'],BON
2008-01-18,62054.034,['BON'],BON
2008-01-22,57158.034,['BON'],BON
2008-01-23,57470.199,['BON'],BON
2008-01-24,57470.199,[],
2008-01-25,57460.221,['BON'],BON
2008-01-28,58110.243,['BON'],BON
2008-01-29,59480.097,['BON'],BON
2008-01-30,59516.097,['BON'],BON
2008-01-31,60308.097,['BON'],BON
2008-02-01,62180.097,['BON'],BON
2008-02-04,68336.097,['BON'],BON
2008-02-05,67076.097,['BON'],BON
2008-02-06,66068.097,['BON'],BON
2008-02-07,66212.097,['BON'],BON
2008-02-08,66392.097,['BON'],BON
2008-02-11,66968.097,['BON'],BON
2008-02-12,68120.097,['BON'],BON
2008-02-13,70028.097,['BON'],BON
2008-02-14,76760.097,['BON'],BON
2008-02-15,78128.097,['BON'],BON
2008-02-19,84572.097,['BON'],BON
2008-02-20,86192.097,['BON'],BON
2008-02-21,88712.097,['BON'],BON
2008-02-22,92492.097,['BON'],BON
2008-02-25,96992.097,['BON'],BON
2008-02-26,99368.097,['BON'],BON
2008-02-27,100988.097,['BON'],BON
2008-02-28,107648.097,['BON'],BON
2008-02-29,112508.097,['BON'],BON
2008-03-03,58672.755,"['BON', 'CTZ']","BON, CTZ"
2008-03-04,60649.1425,"['BON', 'CTZ']","BON, CTZ"
2008-03-05,119665.227,['BON'],BON
2008-03-06,117262.821,['BON'],BON
2008-03-07,59896.895,"['BON', 'CTZ']","BON, CTZ"
2008-03-10,58660.62,['CTZ'],CTZ
2008-03-11,116083.761,[],
2008-03-12,57782.77,['CTZ'],CTZ
2008-03-13,57020.5575,['CTZ'],CTZ
2008-03-14,55003.4325,['CTZ'],CTZ
2008-03-17,54653.1825,['CTZ'],CTZ
2008-03-18,116083.761,[],
2008-03-19,116083.761,[],
2008-03-20,116083.761,[],
2008-03-24,116083.761,[],
2008-03-25,116083.761,[],
2008-03-26,116083.761,[],
2008-03-27,116083.761,[],
2008-03-28,116083.761,[],
2008-03-31,116083.761,[],
2008-04-01,116083.761,[],
2008-04-02,116083.761,[],
2008-04-03,116083.761,[],
2008-04-04,116083.761,[],
2008-04-07,116083.761,[],
2008-04-08,116083.761,[],
2008-04-09,116083.761,[],
2008-04-10,116083.761,[],
2008-04-11,116083.761,[],
2008-04-14,116083.761,[],
2008-04-15,116551.023,['BON'],BON
2008-04-16,115392.066,['BON'],BON
2008-04-17,114113.382,['BON'],BON
2008-04-18,114689.382,['BON'],BON
2008-04-21,107417.382,['BON'],BON
2008-04-22,107147.742,['BON'],BON
2008-04-23,107315.247,['BON'],BON
2008-04-24,106006.668,['BON'],BON
2008-04-25,105970.146,['BON'],BON
2008-04-28,105970.146,[],
2008-04-29,105970.146,[],
2008-04-30,105970.146,[],
2008-05-01,105970.146,[],
2008-05-02,105970.146,[],
2008-05-05,105970.146,[],
2008-05-06,105970.146,[],
2008-05-07,105970.146,[],
2008-05-08,105970.146,[],
2008-05-09,105970.146,[],
2008-05-12,105297.435,['BON'],BON
2008-05-13,106359.099,['BON'],BON
2008-05-14,105290.484,['BON'],BON
2008-05-15,99998.484,['BON'],BON
2008-05-16,100448.205,['BON'],BON
2008-05-19,100448.205,[],
2008-05-20,100448.205,[],
2008-05-21,100448.205,[],
2008-05-22,100448.205,[],
2008-05-23,100448.205,[],
2008-05-27,100448.205,[],
2008-05-28,100448.205,[],
2008-05-29,100448.205,[],
2008-05-30,100448.205,[],
2008-06-02,100448.205,[],
2008-06-03,100448.205,[],
2008-06-04,100448.205,[],
2008-06-05,100448.205,[],
2008-06-06,100448.205,[],
2008-06-09,100448.205,[],
2008-06-10,100448.205,[],
2008-06-11,100448.205,[],
2008-06-12,100448.205,[],
2008-06-13,100448.205,[],
2008-06-16,100086.339,['BON'],BON
2008-06-17,100246.644,['BON'],BON
2008-06-18,99614.904,['BON'],BON
2008-06-19,94790.904,['BON'],BON
2008-06-20,94193.466,['BON'],BON
2008-06-23,94193.466,[],
2008-06-24,94193.466,[],
2008-06-25,94193.466,[],
2008-06-26,95038.2,['BON'],BON
2008-06-27,94910.502,['BON'],BON
2008-06-30,96036.981,['BON'],BON
2008-07-01,104100.981,"['BON', 'BON']","BON, BON"
2008-07-02,107880.981,['BON'],BON
2008-07-03,106260.981,['BON'],BON
2008-07-07,97620.981,['BON'],BON
2008-07-08,94753.635,['BON'],BON
2008-07-09,98448.981,[],
2008-07-10,98448.981,[],
2008-07-11,98448.981,[],
2008-07-14,98448.981,[],
2008-07-15,98448.981,[],
2008-07-16,98448.981,[],
2008-07-17,98448.981,[],
2008-07-18,98448.981,[],
2008-07-21,98448.981,[],
2008-07-22,98448.981,[],
2008-07-23,98448.981,[],
2008-07-24,98448.981,[],
2008-07-25,98448.981,[],
2008-07-28,98448.981,[],
2008-07-29,98448.981,[],
2008-07-30,98448.981,[],
2008-07-31,98448.981,[],
2008-08-01,98448.981,[],
2008-08-04,98448.981,[],
2008-08-05,98448.981,[],
2008-08-06,98448.981,[],
2008-08-07,98448.981,[],
2008-08-08,98448.981,[],
2008-08-11,98448.981,[],
2008-08-12,98448.981,[],
2008-08-13,98448.981,[],
2008-08-14,98448.981,[],
2008-08-15,98448.981,[],
2008-08-18,98448.981,[],
2008-08-19,98448.981,[],
2008-08-20,98448.981,[],
2008-08-21,98448.981,[],
2008-08-22,98448.981,[],
2008-08-25,98448.981,[],
2008-08-26,98448.981,[],
2008-08-27,98448.981,[],
2008-08-28,98448.981,[],
2008-08-29,98448.981,[],
2008-09-02,98448.981,[],
2008-09-03,98448.981,[],
2008-09-04,98448.981,[],
2008-09-05,98448.981,[],
2008-09-08,98448.981,[],
2008-09-09,98448.981,[],
2008-09-10,98448.981,[],
2008-09-11,98448.981,[],
2008-09-12,98448.981,[],
2008-09-15,98448.981,[],
2008-09-16,98448.981,[],
2008-09-17,98448.981,[],
2008-09-18,98448.981,[],
2008-09-19,98448.981,[],
2008-09-22,98448.981,[],
2008-09-23,98448.981,[],
2008-09-24,98448.981,[],
2008-09-25,98448.981,[],
2008-09-26,98448.981,[],
2008-09-29,98448.981,[],
2008-09-30,98448.981,[],
2008-10-01,98448.981,[],
2008-10-02,98448.981,[],
2008-10-03,98448.981,[],
2008-10-06,98448.981,[],
2008-10-07,98448.981,[],
2008-10-08,98448.981,[],
2008-10-09,98448.981,[],
2008-10-10,98448.981,[],
2008-10-13,98448.981,[],
2008-10-14,98448.981,[],
2008-10-15,98448.981,[],
2008-10-16,98448.981,[],
2008-10-17,98448.981,[],
2008-10-20,98448.981,[],
2008-10-21,98448.981,[],
2008-10-22,98448.981,[],
2008-10-23,98448.981,[],
2008-10-24,98448.981,[],
2008-10-27,98448.981,[],
2008-10-28,98448.981,[],
2008-10-29,98448.981,[],
2008-10-30,98448.981,[],
2008-10-31,98448.981,[],
2008-11-03,98448.981,[],
2008-11-04,98448.981,[],
2008-11-05,98448.981,[],
2008-11-06,98448.981,[],
2008-11-07,98448.981,[],
2008-11-10,98448.981,[],
2008-11-11,98448.981,[],
2008-11-12,98448.981,[],
2008-11-13,98448.981,[],
2008-11-14,98448.981,[],
2008-11-17,98448.981,[],
2008-11-18,98448.981,[],
2008-11-19,98448.981,[],
2008-11-20,98448.981,[],
2008-11-21,98448.981,[],
2008-11-24,98448.981,[],
2008-11-25,98448.981,[],
2008-11-26,98448.981,[],
2008-11-28,98448.981,[],
2008-12-01,98448.981,[],
2008-12-02,98448.981,[],
2008-12-03,98448.981,[],
2008-12-04,98448.981,[],
2008-12-05,98448.981,[],
2008-12-08,98448.981,[],
2008-12-09,98448.981,[],
2008-12-10,98448.981,[],
2008-12-11,98448.981,[],
2008-12-12,98448.981,[],
2008-12-15,98448.981,[],
2008-12-16,98448.981,[],
2008-12-17,98448.981,[],
2008-12-18,98448.981,[],
2008-12-19,98448.981,[],
2008-12-22,98448.981,[],
2008-12-23,98448.981,[],
2008-12-24,98448.981,[],
2008-12-26,98448.981,[],
2008-12-29,98448.981,[],
2008-12-30,98448.981,[],
2008-12-31,98448.981,[],
2009-01-02,95079.435,['BON'],BON
2009-01-05,96557.055,['BON'],BON
2009-01-06,100692.384,['BON'],BON
2009-01-07,96660.384,['BON'],BON
2009-01-08,95220.384,['BON'],BON
2009-01-09,98604.384,['BON'],BON
2009-01-12,90288.384,['BON'],BON
2009-01-13,91066.344,['BON'],BON
2009-01-14,90365.559,['BON'],BON
2009-01-15,90187.203,['BON'],BON
2009-01-16,90187.203,[],
2009-01-20,90187.203,[],
2009-01-21,90187.203,[],
2009-01-22,90187.203,[],
2009-01-23,90187.203,[],
2009-01-26,90187.203,[],
2009-01-27,90187.203,[],
2009-01-28,90187.203,[],
2009-01-29,90187.203,[],
2009-01-30,90187.203,[],
2009-02-02,90187.203,[],
2009-02-03,90187.203,[],
2009-02-04,90187.203,[],
2009-02-05,90187.203,[],
2009-02-06,90187.203,[],
2009-02-09,90187.203,[],
2009-02-10,90187.203,[],
2009-02-11,90187.203,[],
2009-02-12,90187.203,[],
2009-02-13,90187.203,[],
2009-02-17,90187.203,[],
2009-02-18,90187.203,[],
2009-02-19,90187.203,[],
2009-02-20,90187.203,[],
2009-02-23,90187.203,[],
2009-02-24,90187.203,[],
2009-02-25,90187.203,[],
2009-02-26,90187.203,[],
2009-02-27,90187.203,[],
2009-03-02,90187.203,[],
2009-03-03,90187.203,[],
2009-03-04,90187.203,[],
2009-03-05,90187.203,[],
2009-03-06,90187.203,[],
2009-03-09,90187.203,[],
2009-03-10,90187.203,[],
2009-03-11,90187.203,[],
2009-03-12,90187.203,[],
2009-03-13,90187.203,[],
2009-03-16,90187.203,[],
2009-03-17,90187.203,[],
2009-03-18,90187.203,[],
2009-03-19,90187.203,[],
2009-03-20,90187.203,[],
2009-03-23,90187.203,[],
2009-03-24,90243.168,['BON'],BON
2009-03-25,90377.106,['BON'],BON
2009-03-26,90823.044,['BON'],BON
2009-03-27,86647.044,['BON'],BON
2009-03-30,85279.044,['BON'],BON
2009-03-31,84998.064,['BON'],BON
2009-04-01,85035.951,['BON'],BON
2009-04-02,86933.814,['BON'],BON
2009-04-03,87373.245,['BON'],BON
2009-04-06,86221.245,['BON'],BON
2009-04-07,85717.245,['BON'],BON
2009-04-08,86257.245,['BON'],BON
2009-04-09,87841.245,['BON'],BON
2009-04-13,90145.245,['BON'],BON
2009-04-14,93385.245,['BON'],BON
2009-04-15,93385.245,['BON'],BON
2009-04-16,92665.245,['BON'],BON
2009-04-17,92737.245,['BON'],BON
2009-04-20,53849.465,"['BON', 'CTZ']","BON, CTZ"
2009-04-21,55856.1175,"['BON', 'CTZ']","BON, CTZ"
2009-04-22,55317.3375,"['BON', 'CTZ']","BON, CTZ"
2009-04-23,58617.3375,"['BON', 'CTZ']","BON, CTZ"
2009-04-24,59667.3375,"['BON', 'CTZ']","BON, CTZ"
2009-04-27,60027.3375,"['BON', 'CTZ']","BON, CTZ"
2009-04-28,58557.3375,"['BON', 'CTZ']","BON, CTZ"
2009-04-29,60567.3375,['CTZ'],CTZ
2009-04-30,62907.3375,['CTZ'],CTZ
2009-05-01,70227.3375,"['BON', 'CTZ']","BON, CTZ"
2009-05-04,69807.3375,"['BON', 'CTZ']","BON, CTZ"
